"","X1","X2","Y","predY100","predY25","predY50","predY200","predY400","predY800","predY1600","predY3200"
"11507",0,0,1,2,2,2,2,1,1,1,1
"4559",1,1,1,0,2,0,0,0,0,0,1
"2972",1,0,2,2,2,2,2,2,2,2,1
"11508",0,0,1,2,2,2,2,1,1,1,1
"11509",0,0,1,2,2,2,2,1,1,1,1
"4560",1,1,0,0,2,0,0,0,0,0,1
"31408",0,1,2,0,0,0,0,0,0,0,1
"2973",1,0,2,2,2,2,2,2,2,2,1
"11510",0,0,1,2,2,2,2,1,1,1,1
"5447",0,2,2,2,2,2,2,2,2,2,1
"2974",1,0,2,2,2,2,2,2,2,2,1
"4561",1,1,0,0,2,0,0,0,0,0,1
"11511",0,0,1,2,2,2,2,1,1,1,1
"31409",0,1,0,0,0,0,0,0,0,0,1
"2975",1,0,2,2,2,2,2,2,2,2,1
"31410",0,1,2,0,0,0,0,0,0,0,1
"4562",1,1,1,0,2,0,0,0,0,0,1
"2976",1,0,1,2,2,2,2,2,2,2,1
"11512",0,0,1,2,2,2,2,1,1,1,1
"31411",0,1,0,0,0,0,0,0,0,0,1
"11513",0,0,0,2,2,2,2,1,1,1,1
"11514",0,0,0,2,2,2,2,1,1,1,1
"2977",1,0,2,2,2,2,2,2,2,2,1
"2978",1,0,1,2,2,2,2,2,2,2,1
"11515",0,0,1,2,2,2,2,1,1,1,1
"2979",1,0,2,2,2,2,2,2,2,2,1
"5448",0,2,1,2,2,2,2,2,2,2,1
"6197",1,2,0,2,2,2,2,2,2,2,1
"31412",0,1,0,0,0,0,0,0,0,0,1
"6198",1,2,0,2,2,2,2,2,2,2,1
"31413",0,1,0,0,0,0,0,0,0,0,1
"31414",0,1,2,0,0,0,0,0,0,0,1
"31415",0,1,2,0,0,0,0,0,0,0,1
"31416",0,1,0,0,0,0,0,0,0,0,1
"31417",0,1,0,0,0,0,0,0,0,0,1
"31418",0,1,0,0,0,0,0,0,0,0,1
"31419",0,1,2,0,0,0,0,0,0,0,1
"2980",1,0,0,2,2,2,2,2,2,2,1
"31420",0,1,1,0,0,0,0,0,0,0,1
"4563",1,1,1,0,2,0,0,0,0,0,1
"5449",0,2,2,2,2,2,2,2,2,2,1
"2981",1,0,2,2,2,2,2,2,2,2,1
"31421",0,1,0,0,0,0,0,0,0,0,1
"2982",1,0,1,2,2,2,2,2,2,2,1
"4564",1,1,1,0,2,0,0,0,0,0,1
"4565",1,1,1,0,2,0,0,0,0,0,1
"4566",1,1,0,0,2,0,0,0,0,0,1
"31422",0,1,0,0,0,0,0,0,0,0,1
"5450",0,2,2,2,2,2,2,2,2,2,1
"6199",1,2,0,2,2,2,2,2,2,2,1
"5451",0,2,2,2,2,2,2,2,2,2,1
"2983",1,0,2,2,2,2,2,2,2,2,1
"31423",0,1,0,0,0,0,0,0,0,0,1
"31424",0,1,1,0,0,0,0,0,0,0,1
"5452",0,2,2,2,2,2,2,2,2,2,1
"4567",1,1,0,0,2,0,0,0,0,0,1
"4568",1,1,0,0,2,0,0,0,0,0,1
"11516",0,0,0,2,2,2,2,1,1,1,1
"31425",0,1,0,0,0,0,0,0,0,0,1
"11517",0,0,1,2,2,2,2,1,1,1,1
"31426",0,1,0,0,0,0,0,0,0,0,1
"31427",0,1,0,0,0,0,0,0,0,0,1
"11518",0,0,1,2,2,2,2,1,1,1,1
"11519",0,0,1,2,2,2,2,1,1,1,1
"11520",0,0,2,2,2,2,2,1,1,1,1
"4569",1,1,0,0,2,0,0,0,0,0,1
"31428",0,1,1,0,0,0,0,0,0,0,1
"31429",0,1,2,0,0,0,0,0,0,0,1
"31430",0,1,2,0,0,0,0,0,0,0,1
"5453",0,2,2,2,2,2,2,2,2,2,1
"31431",0,1,0,0,0,0,0,0,0,0,1
"31432",0,1,0,0,0,0,0,0,0,0,1
"2984",1,0,2,2,2,2,2,2,2,2,1
"2985",1,0,2,2,2,2,2,2,2,2,1
"4570",1,1,0,0,2,0,0,0,0,0,1
"4571",1,1,1,0,2,0,0,0,0,0,1
"11521",0,0,0,2,2,2,2,1,1,1,1
"11522",0,0,2,2,2,2,2,1,1,1,1
"5454",0,2,2,2,2,2,2,2,2,2,1
"5455",0,2,2,2,2,2,2,2,2,2,1
"5456",0,2,1,2,2,2,2,2,2,2,1
"5457",0,2,2,2,2,2,2,2,2,2,1
"11523",0,0,1,2,2,2,2,1,1,1,1
"31433",0,1,1,0,0,0,0,0,0,0,1
"4572",1,1,0,0,2,0,0,0,0,0,1
"31434",0,1,0,0,0,0,0,0,0,0,1
"31435",0,1,2,0,0,0,0,0,0,0,1
"2986",1,0,1,2,2,2,2,2,2,2,1
"11524",0,0,1,2,2,2,2,1,1,1,1
"11525",0,0,0,2,2,2,2,1,1,1,1
"31436",0,1,1,0,0,0,0,0,0,0,1
"31437",0,1,0,0,0,0,0,0,0,0,1
"31438",0,1,1,0,0,0,0,0,0,0,1
"4573",1,1,1,0,2,0,0,0,0,0,1
"2987",1,0,2,2,2,2,2,2,2,2,1
"5458",0,2,2,2,2,2,2,2,2,2,1
"2988",1,0,2,2,2,2,2,2,2,2,1
"31439",0,1,2,0,0,0,0,0,0,0,1
"11526",0,0,1,2,2,2,2,1,1,1,1
"31440",0,1,0,0,0,0,0,0,0,0,1
"2989",1,0,2,2,2,2,2,2,2,2,1
"2990",1,0,2,2,2,2,2,2,2,2,1
"11527",0,0,0,2,2,2,2,1,1,1,1
"11528",0,0,1,2,2,2,2,1,1,1,1
"2991",1,0,0,2,2,2,2,2,2,2,1
"31441",0,1,1,0,0,0,0,0,0,0,1
"2992",1,0,2,2,2,2,2,2,2,2,1
"4574",1,1,0,0,2,0,0,0,0,0,1
"2993",1,0,2,2,2,2,2,2,2,2,1
"11529",0,0,1,2,2,2,2,1,1,1,1
"31442",0,1,2,0,0,0,0,0,0,0,1
"31443",0,1,2,0,0,0,0,0,0,0,1
"11530",0,0,1,2,2,2,2,1,1,1,1
"11531",0,0,2,2,2,2,2,1,1,1,1
"31444",0,1,0,0,0,0,0,0,0,0,1
"11532",0,0,1,2,2,2,2,1,1,1,1
"4575",1,1,0,0,2,0,0,0,0,0,1
"31445",0,1,0,0,0,0,0,0,0,0,1
"2994",1,0,2,2,2,2,2,2,2,2,1
"11533",0,0,1,2,2,2,2,1,1,1,1
"4576",1,1,1,0,2,0,0,0,0,0,1
"2995",1,0,2,2,2,2,2,2,2,2,1
"11534",0,0,1,2,2,2,2,1,1,1,1
"6200",1,2,0,2,2,2,2,2,2,2,1
"2996",1,0,1,2,2,2,2,2,2,2,1
"11535",0,0,0,2,2,2,2,1,1,1,1
"4577",1,1,1,0,2,0,0,0,0,0,1
"11536",0,0,1,2,2,2,2,1,1,1,1
"31446",0,1,2,0,0,0,0,0,0,0,1
"5459",0,2,2,2,2,2,2,2,2,2,1
"31447",0,1,0,0,0,0,0,0,0,0,1
"11537",0,0,0,2,2,2,2,1,1,1,1
"4578",1,1,1,0,2,0,0,0,0,0,1
"11538",0,0,2,2,2,2,2,1,1,1,1
"31448",0,1,2,0,0,0,0,0,0,0,1
"5460",0,2,1,2,2,2,2,2,2,2,1
"11539",0,0,1,2,2,2,2,1,1,1,1
"11540",0,0,1,2,2,2,2,1,1,1,1
"11541",0,0,0,2,2,2,2,1,1,1,1
"11542",0,0,1,2,2,2,2,1,1,1,1
"2997",1,0,2,2,2,2,2,2,2,2,1
"6201",1,2,0,2,2,2,2,2,2,2,1
"31449",0,1,2,0,0,0,0,0,0,0,1
"11543",0,0,1,2,2,2,2,1,1,1,1
"11544",0,0,2,2,2,2,2,1,1,1,1
"4579",1,1,1,0,2,0,0,0,0,0,1
"2998",1,0,2,2,2,2,2,2,2,2,1
"4580",1,1,0,0,2,0,0,0,0,0,1
"11545",0,0,0,2,2,2,2,1,1,1,1
"2999",1,0,2,2,2,2,2,2,2,2,1
"4581",1,1,0,0,2,0,0,0,0,0,1
"21000",1,0,2,2,2,2,2,2,2,2,1
"31450",0,1,2,0,0,0,0,0,0,0,1
"31451",0,1,2,0,0,0,0,0,0,0,1
"21001",1,0,2,2,2,2,2,2,2,2,1
"5461",0,2,2,2,2,2,2,2,2,2,1
"5462",0,2,2,2,2,2,2,2,2,2,1
"11546",0,0,1,2,2,2,2,1,1,1,1
"5463",0,2,2,2,2,2,2,2,2,2,1
"11547",0,0,1,2,2,2,2,1,1,1,1
"11548",0,0,1,2,2,2,2,1,1,1,1
"31452",0,1,0,0,0,0,0,0,0,0,1
"31453",0,1,0,0,0,0,0,0,0,0,1
"21002",1,0,1,2,2,2,2,2,2,2,1
"31454",0,1,0,0,0,0,0,0,0,0,1
"4582",1,1,0,0,2,0,0,0,0,0,1
"5464",0,2,2,2,2,2,2,2,2,2,1
"21003",1,0,2,2,2,2,2,2,2,2,1
"21004",1,0,2,2,2,2,2,2,2,2,1
"11549",0,0,0,2,2,2,2,1,1,1,1
"31455",0,1,0,0,0,0,0,0,0,0,1
"11550",0,0,0,2,2,2,2,1,1,1,1
"11551",0,0,2,2,2,2,2,1,1,1,1
"11552",0,0,0,2,2,2,2,1,1,1,1
"31456",0,1,2,0,0,0,0,0,0,0,1
"11553",0,0,0,2,2,2,2,1,1,1,1
"31457",0,1,0,0,0,0,0,0,0,0,1
"11554",0,0,1,2,2,2,2,1,1,1,1
"11555",0,0,1,2,2,2,2,1,1,1,1
"11556",0,0,1,2,2,2,2,1,1,1,1
"21005",1,0,2,2,2,2,2,2,2,2,1
"11557",0,0,0,2,2,2,2,1,1,1,1
"11558",0,0,1,2,2,2,2,1,1,1,1
"21006",1,0,1,2,2,2,2,2,2,2,1
"6202",1,2,0,2,2,2,2,2,2,2,1
"31458",0,1,0,0,0,0,0,0,0,0,1
"5465",0,2,1,2,2,2,2,2,2,2,1
"11559",0,0,1,2,2,2,2,1,1,1,1
"11560",0,0,0,2,2,2,2,1,1,1,1
"11561",0,0,2,2,2,2,2,1,1,1,1
"11562",0,0,1,2,2,2,2,1,1,1,1
"21007",1,0,2,2,2,2,2,2,2,2,1
"11563",0,0,1,2,2,2,2,1,1,1,1
"21008",1,0,2,2,2,2,2,2,2,2,1
"4583",1,1,0,0,2,0,0,0,0,0,1
"11564",0,0,1,2,2,2,2,1,1,1,1
"31459",0,1,2,0,0,0,0,0,0,0,1
"31460",0,1,0,0,0,0,0,0,0,0,1
"6203",1,2,0,2,2,2,2,2,2,2,1
"5466",0,2,1,2,2,2,2,2,2,2,1
"5467",0,2,2,2,2,2,2,2,2,2,1
"4584",1,1,0,0,2,0,0,0,0,0,1
"11565",0,0,2,2,2,2,2,1,1,1,1
"31461",0,1,2,0,0,0,0,0,0,0,1
"31462",0,1,1,0,0,0,0,0,0,0,1
"21009",1,0,0,2,2,2,2,2,2,2,1
"31463",0,1,0,0,0,0,0,0,0,0,1
"11566",0,0,0,2,2,2,2,1,1,1,1
"4585",1,1,1,0,2,0,0,0,0,0,1
"21010",1,0,2,2,2,2,2,2,2,2,1
"5468",0,2,1,2,2,2,2,2,2,2,1
"5469",0,2,2,2,2,2,2,2,2,2,1
"21011",1,0,0,2,2,2,2,2,2,2,1
"21012",1,0,2,2,2,2,2,2,2,2,1
"21013",1,0,1,2,2,2,2,2,2,2,1
"21014",1,0,2,2,2,2,2,2,2,2,1
"31464",0,1,0,0,0,0,0,0,0,0,1
"11567",0,0,0,2,2,2,2,1,1,1,1
"21015",1,0,2,2,2,2,2,2,2,2,1
"31465",0,1,0,0,0,0,0,0,0,0,1
"11568",0,0,1,2,2,2,2,1,1,1,1
"31466",0,1,2,0,0,0,0,0,0,0,1
"11569",0,0,1,2,2,2,2,1,1,1,1
"5470",0,2,2,2,2,2,2,2,2,2,1
"4586",1,1,0,0,2,0,0,0,0,0,1
"21016",1,0,0,2,2,2,2,2,2,2,1
"31467",0,1,0,0,0,0,0,0,0,0,1
"31468",0,1,0,0,0,0,0,0,0,0,1
"11570",0,0,0,2,2,2,2,1,1,1,1
"31469",0,1,0,0,0,0,0,0,0,0,1
"21017",1,0,2,2,2,2,2,2,2,2,1
"11571",0,0,1,2,2,2,2,1,1,1,1
"31470",0,1,0,0,0,0,0,0,0,0,1
"11572",0,0,0,2,2,2,2,1,1,1,1
"21018",1,0,1,2,2,2,2,2,2,2,1
"21019",1,0,2,2,2,2,2,2,2,2,1
"11573",0,0,0,2,2,2,2,1,1,1,1
"31471",0,1,2,0,0,0,0,0,0,0,1
"31472",0,1,0,0,0,0,0,0,0,0,1
"11574",0,0,1,2,2,2,2,1,1,1,1
"21020",1,0,2,2,2,2,2,2,2,2,1
"31473",0,1,0,0,0,0,0,0,0,0,1
"5471",0,2,1,2,2,2,2,2,2,2,1
"31474",0,1,0,0,0,0,0,0,0,0,1
"31475",0,1,1,0,0,0,0,0,0,0,1
"5472",0,2,1,2,2,2,2,2,2,2,1
"31476",0,1,0,0,0,0,0,0,0,0,1
"21021",1,0,2,2,2,2,2,2,2,2,1
"5473",0,2,2,2,2,2,2,2,2,2,1
"5474",0,2,1,2,2,2,2,2,2,2,1
"11575",0,0,0,2,2,2,2,1,1,1,1
"31477",0,1,1,0,0,0,0,0,0,0,1
"31478",0,1,2,0,0,0,0,0,0,0,1
"5475",0,2,1,2,2,2,2,2,2,2,1
"21022",1,0,2,2,2,2,2,2,2,2,1
"11576",0,0,1,2,2,2,2,1,1,1,1
"31479",0,1,2,0,0,0,0,0,0,0,1
"21023",1,0,0,2,2,2,2,2,2,2,1
"4587",1,1,1,0,2,0,0,0,0,0,1
"31480",0,1,2,0,0,0,0,0,0,0,1
"11577",0,0,2,2,2,2,2,1,1,1,1
"31481",0,1,2,0,0,0,0,0,0,0,1
"5476",0,2,2,2,2,2,2,2,2,2,1
"31482",0,1,0,0,0,0,0,0,0,0,1
"31483",0,1,2,0,0,0,0,0,0,0,1
"5477",0,2,1,2,2,2,2,2,2,2,1
"4588",1,1,0,0,2,0,0,0,0,0,1
"11578",0,0,2,2,2,2,2,1,1,1,1
"5478",0,2,1,2,2,2,2,2,2,2,1
"21024",1,0,2,2,2,2,2,2,2,2,1
"11579",0,0,1,2,2,2,2,1,1,1,1
"4589",1,1,1,0,2,0,0,0,0,0,1
"5479",0,2,1,2,2,2,2,2,2,2,1
"11580",0,0,1,2,2,2,2,1,1,1,1
"4590",1,1,1,0,2,0,0,0,0,0,1
"11581",0,0,1,2,2,2,2,1,1,1,1
"11582",0,0,1,2,2,2,2,1,1,1,1
"4591",1,1,1,0,2,0,0,0,0,0,1
"31484",0,1,0,0,0,0,0,0,0,0,1
"4592",1,1,0,0,2,0,0,0,0,0,1
"21025",1,0,2,2,2,2,2,2,2,2,1
"4593",1,1,0,0,2,0,0,0,0,0,1
"21026",1,0,2,2,2,2,2,2,2,2,1
"21027",1,0,2,2,2,2,2,2,2,2,1
"11583",0,0,2,2,2,2,2,1,1,1,1
"11584",0,0,1,2,2,2,2,1,1,1,1
"5480",0,2,2,2,2,2,2,2,2,2,1
"11585",0,0,0,2,2,2,2,1,1,1,1
"6204",1,2,0,2,2,2,2,2,2,2,1
"5481",0,2,2,2,2,2,2,2,2,2,1
"5482",0,2,1,2,2,2,2,2,2,2,1
"11586",0,0,0,2,2,2,2,1,1,1,1
"31485",0,1,2,0,0,0,0,0,0,0,1
"11587",0,0,1,2,2,2,2,1,1,1,1
"21028",1,0,1,2,2,2,2,2,2,2,1
"11588",0,0,1,2,2,2,2,1,1,1,1
"31486",0,1,0,0,0,0,0,0,0,0,1
"4594",1,1,0,0,2,0,0,0,0,0,1
"11589",0,0,1,2,2,2,2,1,1,1,1
"11590",0,0,0,2,2,2,2,1,1,1,1
"21029",1,0,2,2,2,2,2,2,2,2,1
"11591",0,0,0,2,2,2,2,1,1,1,1
"4595",1,1,0,0,2,0,0,0,0,0,1
"21030",1,0,2,2,2,2,2,2,2,2,1
"11592",0,0,0,2,2,2,2,1,1,1,1
"31487",0,1,2,0,0,0,0,0,0,0,1
"31488",0,1,2,0,0,0,0,0,0,0,1
"4596",1,1,0,0,2,0,0,0,0,0,1
"21031",1,0,1,2,2,2,2,2,2,2,1
"21032",1,0,2,2,2,2,2,2,2,2,1
"11593",0,0,1,2,2,2,2,1,1,1,1
"4597",1,1,1,0,2,0,0,0,0,0,1
"31489",0,1,0,0,0,0,0,0,0,0,1
"31490",0,1,0,0,0,0,0,0,0,0,1
"11594",0,0,1,2,2,2,2,1,1,1,1
"4598",1,1,0,0,2,0,0,0,0,0,1
"11595",0,0,1,2,2,2,2,1,1,1,1
"6205",1,2,0,2,2,2,2,2,2,2,1
"21033",1,0,0,2,2,2,2,2,2,2,1
"31491",0,1,2,0,0,0,0,0,0,0,1
"11596",0,0,1,2,2,2,2,1,1,1,1
"5483",0,2,2,2,2,2,2,2,2,2,1
"11597",0,0,0,2,2,2,2,1,1,1,1
"21034",1,0,0,2,2,2,2,2,2,2,1
"11598",0,0,1,2,2,2,2,1,1,1,1
"31492",0,1,0,0,0,0,0,0,0,0,1
"21035",1,0,2,2,2,2,2,2,2,2,1
"21036",1,0,2,2,2,2,2,2,2,2,1
"11599",0,0,0,2,2,2,2,1,1,1,1
"31493",0,1,0,0,0,0,0,0,0,0,1
"31494",0,1,0,0,0,0,0,0,0,0,1
"11600",0,0,1,2,2,2,2,1,1,1,1
"11601",0,0,1,2,2,2,2,1,1,1,1
"21037",1,0,0,2,2,2,2,2,2,2,1
"31495",0,1,0,0,0,0,0,0,0,0,1
"11602",0,0,1,2,2,2,2,1,1,1,1
"11603",0,0,1,2,2,2,2,1,1,1,1
"6206",1,2,0,2,2,2,2,2,2,2,1
"11604",0,0,1,2,2,2,2,1,1,1,1
"11605",0,0,0,2,2,2,2,1,1,1,1
"11606",0,0,0,2,2,2,2,1,1,1,1
"4599",1,1,0,0,2,0,0,0,0,0,1
"31496",0,1,0,0,0,0,0,0,0,0,1
"11607",0,0,0,2,2,2,2,1,1,1,1
"21038",1,0,2,2,2,2,2,2,2,2,1
"11608",0,0,2,2,2,2,2,1,1,1,1
"31497",0,1,0,0,0,0,0,0,0,0,1
"21039",1,0,2,2,2,2,2,2,2,2,1
"11609",0,0,1,2,2,2,2,1,1,1,1
"21040",1,0,2,2,2,2,2,2,2,2,1
"11610",0,0,1,2,2,2,2,1,1,1,1
"11611",0,0,1,2,2,2,2,1,1,1,1
"4600",1,1,0,0,2,0,0,0,0,0,1
"4601",1,1,0,0,2,0,0,0,0,0,1
"31498",0,1,0,0,0,0,0,0,0,0,1
"4602",1,1,0,0,2,0,0,0,0,0,1
"21041",1,0,0,2,2,2,2,2,2,2,1
"31499",0,1,1,0,0,0,0,0,0,0,1
"21042",1,0,2,2,2,2,2,2,2,2,1
"31500",0,1,0,0,0,0,0,0,0,0,1
"31501",0,1,0,0,0,0,0,0,0,0,1
"21043",1,0,2,2,2,2,2,2,2,2,1
"11612",0,0,1,2,2,2,2,1,1,1,1
"4603",1,1,0,0,2,0,0,0,0,0,1
"21044",1,0,2,2,2,2,2,2,2,2,1
"11613",0,0,0,2,2,2,2,1,1,1,1
"21045",1,0,0,2,2,2,2,2,2,2,1
"31502",0,1,0,0,0,0,0,0,0,0,1
"4604",1,1,0,0,2,0,0,0,0,0,1
"31503",0,1,0,0,0,0,0,0,0,0,1
"31504",0,1,1,0,0,0,0,0,0,0,1
"11614",0,0,0,2,2,2,2,1,1,1,1
"11615",0,0,1,2,2,2,2,1,1,1,1
"6207",1,2,0,2,2,2,2,2,2,2,1
"11616",0,0,1,2,2,2,2,1,1,1,1
"21046",1,0,2,2,2,2,2,2,2,2,1
"31505",0,1,0,0,0,0,0,0,0,0,1
"21047",1,0,0,2,2,2,2,2,2,2,1
"4605",1,1,0,0,2,0,0,0,0,0,1
"5484",0,2,1,2,2,2,2,2,2,2,1
"4606",1,1,0,0,2,0,0,0,0,0,1
"4607",1,1,1,0,2,0,0,0,0,0,1
"31506",0,1,0,0,0,0,0,0,0,0,1
"21048",1,0,1,2,2,2,2,2,2,2,1
"11617",0,0,1,2,2,2,2,1,1,1,1
"11618",0,0,1,2,2,2,2,1,1,1,1
"21049",1,0,2,2,2,2,2,2,2,2,1
"31507",0,1,0,0,0,0,0,0,0,0,1
"11619",0,0,1,2,2,2,2,1,1,1,1
"21050",1,0,2,2,2,2,2,2,2,2,1
"11620",0,0,0,2,2,2,2,1,1,1,1
"6208",1,2,0,2,2,2,2,2,2,2,1
"21051",1,0,2,2,2,2,2,2,2,2,1
"6209",1,2,0,2,2,2,2,2,2,2,1
"31508",0,1,0,0,0,0,0,0,0,0,1
"4608",1,1,0,0,2,0,0,0,0,0,1
"5485",0,2,2,2,2,2,2,2,2,2,1
"31509",0,1,2,0,0,0,0,0,0,0,1
"5486",0,2,1,2,2,2,2,2,2,2,1
"31510",0,1,2,0,0,0,0,0,0,0,1
"21052",1,0,0,2,2,2,2,2,2,2,1
"21053",1,0,2,2,2,2,2,2,2,2,1
"21054",1,0,0,2,2,2,2,2,2,2,1
"31511",0,1,0,0,0,0,0,0,0,0,1
"31512",0,1,0,0,0,0,0,0,0,0,1
"21055",1,0,2,2,2,2,2,2,2,2,1
"4609",1,1,0,0,2,0,0,0,0,0,1
"11621",0,0,1,2,2,2,2,1,1,1,1
"5487",0,2,2,2,2,2,2,2,2,2,1
"31513",0,1,0,0,0,0,0,0,0,0,1
"5488",0,2,2,2,2,2,2,2,2,2,1
"5489",0,2,1,2,2,2,2,2,2,2,1
"4610",1,1,0,0,2,0,0,0,0,0,1
"11622",0,0,1,2,2,2,2,1,1,1,1
"11623",0,0,1,2,2,2,2,1,1,1,1
"31514",0,1,2,0,0,0,0,0,0,0,1
"5490",0,2,1,2,2,2,2,2,2,2,1
"6210",1,2,0,2,2,2,2,2,2,2,1
"21056",1,0,1,2,2,2,2,2,2,2,1
"21057",1,0,0,2,2,2,2,2,2,2,1
"31515",0,1,2,0,0,0,0,0,0,0,1
"31516",0,1,0,0,0,0,0,0,0,0,1
"31517",0,1,0,0,0,0,0,0,0,0,1
"31518",0,1,2,0,0,0,0,0,0,0,1
"31519",0,1,2,0,0,0,0,0,0,0,1
"11624",0,0,1,2,2,2,2,1,1,1,1
"4611",1,1,0,0,2,0,0,0,0,0,1
"11625",0,0,1,2,2,2,2,1,1,1,1
"31520",0,1,2,0,0,0,0,0,0,0,1
"5491",0,2,2,2,2,2,2,2,2,2,1
"21058",1,0,2,2,2,2,2,2,2,2,1
"11626",0,0,1,2,2,2,2,1,1,1,1
"31521",0,1,2,0,0,0,0,0,0,0,1
"5492",0,2,1,2,2,2,2,2,2,2,1
"11627",0,0,1,2,2,2,2,1,1,1,1
"11628",0,0,1,2,2,2,2,1,1,1,1
"31522",0,1,0,0,0,0,0,0,0,0,1
"5493",0,2,1,2,2,2,2,2,2,2,1
"4612",1,1,0,0,2,0,0,0,0,0,1
"11629",0,0,1,2,2,2,2,1,1,1,1
"31523",0,1,0,0,0,0,0,0,0,0,1
"21059",1,0,2,2,2,2,2,2,2,2,1
"21060",1,0,2,2,2,2,2,2,2,2,1
"21061",1,0,2,2,2,2,2,2,2,2,1
"11630",0,0,1,2,2,2,2,1,1,1,1
"31524",0,1,1,0,0,0,0,0,0,0,1
"31525",0,1,0,0,0,0,0,0,0,0,1
"31526",0,1,0,0,0,0,0,0,0,0,1
"4613",1,1,0,0,2,0,0,0,0,0,1
"21062",1,0,2,2,2,2,2,2,2,2,1
"21063",1,0,0,2,2,2,2,2,2,2,1
"5494",0,2,1,2,2,2,2,2,2,2,1
"5495",0,2,2,2,2,2,2,2,2,2,1
"21064",1,0,2,2,2,2,2,2,2,2,1
"31527",0,1,0,0,0,0,0,0,0,0,1
"4614",1,1,0,0,2,0,0,0,0,0,1
"5496",0,2,1,2,2,2,2,2,2,2,1
"11631",0,0,0,2,2,2,2,1,1,1,1
"31528",0,1,1,0,0,0,0,0,0,0,1
"21065",1,0,2,2,2,2,2,2,2,2,1
"11632",0,0,1,2,2,2,2,1,1,1,1
"4615",1,1,0,0,2,0,0,0,0,0,1
"21066",1,0,2,2,2,2,2,2,2,2,1
"21067",1,0,2,2,2,2,2,2,2,2,1
"11633",0,0,0,2,2,2,2,1,1,1,1
"5497",0,2,2,2,2,2,2,2,2,2,1
"11634",0,0,1,2,2,2,2,1,1,1,1
"31529",0,1,0,0,0,0,0,0,0,0,1
"6211",1,2,0,2,2,2,2,2,2,2,1
"31530",0,1,0,0,0,0,0,0,0,0,1
"21068",1,0,2,2,2,2,2,2,2,2,1
"11635",0,0,2,2,2,2,2,1,1,1,1
"31531",0,1,0,0,0,0,0,0,0,0,1
"31532",0,1,0,0,0,0,0,0,0,0,1
"4616",1,1,0,0,2,0,0,0,0,0,1
"6212",1,2,0,2,2,2,2,2,2,2,1
"4617",1,1,0,0,2,0,0,0,0,0,1
"5498",0,2,2,2,2,2,2,2,2,2,1
"21069",1,0,2,2,2,2,2,2,2,2,1
"21070",1,0,2,2,2,2,2,2,2,2,1
"11636",0,0,1,2,2,2,2,1,1,1,1
"11637",0,0,1,2,2,2,2,1,1,1,1
"21071",1,0,2,2,2,2,2,2,2,2,1
"11638",0,0,1,2,2,2,2,1,1,1,1
"11639",0,0,0,2,2,2,2,1,1,1,1
"5499",0,2,2,2,2,2,2,2,2,2,1
"5500",0,2,1,2,2,2,2,2,2,2,1
"21072",1,0,0,2,2,2,2,2,2,2,1
"4618",1,1,1,0,2,0,0,0,0,0,1
"31533",0,1,0,0,0,0,0,0,0,0,1
"5501",0,2,2,2,2,2,2,2,2,2,1
"5502",0,2,1,2,2,2,2,2,2,2,1
"11640",0,0,1,2,2,2,2,1,1,1,1
"31534",0,1,0,0,0,0,0,0,0,0,1
"31535",0,1,0,0,0,0,0,0,0,0,1
"11641",0,0,1,2,2,2,2,1,1,1,1
"21073",1,0,2,2,2,2,2,2,2,2,1
"21074",1,0,2,2,2,2,2,2,2,2,1
"5503",0,2,2,2,2,2,2,2,2,2,1
"4619",1,1,1,0,2,0,0,0,0,0,1
"11642",0,0,0,2,2,2,2,1,1,1,1
"4620",1,1,0,0,2,0,0,0,0,0,1
"11643",0,0,1,2,2,2,2,1,1,1,1
"11644",0,0,1,2,2,2,2,1,1,1,1
"11645",0,0,1,2,2,2,2,1,1,1,1
"21075",1,0,2,2,2,2,2,2,2,2,1
"4621",1,1,0,0,2,0,0,0,0,0,1
"11646",0,0,1,2,2,2,2,1,1,1,1
"11647",0,0,1,2,2,2,2,1,1,1,1
"4622",1,1,0,0,2,0,0,0,0,0,1
"31536",0,1,2,0,0,0,0,0,0,0,1
"4623",1,1,0,0,2,0,0,0,0,0,1
"4624",1,1,1,0,2,0,0,0,0,0,1
"21076",1,0,1,2,2,2,2,2,2,2,1
"5504",0,2,2,2,2,2,2,2,2,2,1
"21077",1,0,1,2,2,2,2,2,2,2,1
"5505",0,2,2,2,2,2,2,2,2,2,1
"31537",0,1,2,0,0,0,0,0,0,0,1
"4625",1,1,0,0,2,0,0,0,0,0,1
"5506",0,2,2,2,2,2,2,2,2,2,1
"11648",0,0,0,2,2,2,2,1,1,1,1
"31538",0,1,2,0,0,0,0,0,0,0,1
"11649",0,0,1,2,2,2,2,1,1,1,1
"11650",0,0,1,2,2,2,2,1,1,1,1
"21078",1,0,2,2,2,2,2,2,2,2,1
"21079",1,0,0,2,2,2,2,2,2,2,1
"21080",1,0,2,2,2,2,2,2,2,2,1
"4626",1,1,0,0,2,0,0,0,0,0,1
"31539",0,1,0,0,0,0,0,0,0,0,1
"4627",1,1,0,0,2,0,0,0,0,0,1
"21081",1,0,2,2,2,2,2,2,2,2,1
"11651",0,0,1,2,2,2,2,1,1,1,1
"21082",1,0,0,2,2,2,2,2,2,2,1
"21083",1,0,1,2,2,2,2,2,2,2,1
"4628",1,1,1,0,2,0,0,0,0,0,1
"4629",1,1,0,0,2,0,0,0,0,0,1
